quarter,speaker,title,content,sentiment,confidence,sentiment_category,LLM_sentiment,LLM_pct_strong_positive,LLM_pct_slightly_positive,LLM_pct_neutral,LLM_pct_slightly_negative,LLM_pct_strong_negative,Manual Annotations
Q4_2022,Tejas Gala,Director of Investor Relations and Corporate Finance,"Thanks, Kyle. Can we have our next question, please? Operator The next question is coming from Mr. Jim Suva calling from Citigroup.",neutral,0.935868859,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Jim Suva,Citi -- Analyst,"Thank you, and it's great to see that you talked about your suppliers going carbon-neutral, something -- a small statement I really took to heart. Thank you. My question is on the services. Could it possibly be impacted more by FX than product, meaning the Jim Suva family has Apple One and TV Plus and all that, and we pay typically on annual, but then when we go into the store to buy new Watches and iPad, the price is adjusted more quickly. So could it be that services growth was impacted a little bit more by FX and down the road, we could see growth reaccelerate, or am I just reading too much into the FX impact that could be different from services versus product? Thank you.",neutral,0.869530022,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Positive
Q4_2022,Luca Maestri,Chief Financial Officer,"Jim, it's Luca. No. You're right. Obviously, the FX impact on our business depends on the geographic mix of the sales that we do. Of course, you know that part, and gaming on the App Store was affected. But we were very happy with what we saw in terms of the behavior of our customers with the engagement with services. And I mentioned a number of things during the prepared remarks, the fact that, obviously, that installed base is growing, that's a positive and it's a great foundation for the future. We are seeing more transacting accounts and more paid accounts, they're both growing double digits. Paid accounts are growing faster than transacting accounts, so the penetration of paid accounts is increasing. We have a great subscription business, 900 million paid subs now on the platform and growing very fast. We doubled in 3 years. So when we look at all those dynamics, that's the part that is really interesting to us because we really believe that the engine for services growth is there and foreign exchange is a temporary thing and -- but the fundamentals are very good.",positive,0.605303407,Slightly Positive,Slightly Positive,0.2,0.5,0.2,0.05,0.05,Slightly Positive
Q4_2022,Jim Suva,Citi -- Analyst,Thank you. Congratulations for your team.,positive,0.82275337,Slightly Positive,Slightly Positive,0.3,0.5,0.15,0.03,0.02,Neutral
Q4_2022,Tejas Gala,Director of Investor Relations and Corporate Finance,"Thanks, Jim. Can we have the next question, please? Operator The next question is coming from Amit Daryanani from Evercore. Please go ahead.",neutral,0.936286271,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Amit Daryanani,Evercore ISI -- Analyst,"Thanks for taking my question. I have two as well. The first one really is around the iPhone trajectory. There's been a fair amount of focus in terms of what's going to happen to iPhone demand, given the macro worries. It would be really helpful to understand though, given the strength you're seeing, where do you think channel inventory is for iPhones today versus where it would be from a historical perspective? And do you see the channel getting to an optimal level by end of December quarter? Because evenly right now given the lead time data, it looks like your revenue trajectory in iPhones is more driven by the supply you have versus demand. So any color on the channel inventory would be helpful.",neutral,0.801355541,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Tim Cook,Chief Executive Officer,"Yes. If you look at where we ended, Amit, in the September quarter, we exited below our target inventory range on iPhone and that's -- that in and of itself is not too unusual in the quarter. We start the ramp and demand is robust and so forth. And so I wouldn't call it that abnormal from the past.",negative,0.91524893,Strong Negative,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Amit Daryanani,Evercore ISI -- Analyst,"Got it. And then I guess, Tim, you folks have been talking about digital advertising a fair bit over the last few quarters, I think. Is there any metrics, any vectors you can talk about kind of to give us a sense of how big those businesses or what vectors are you focused on? And really, if you could talk about, do you think Apple can build an advertising business at scale without sacrificing consumer privacy?",neutral,0.906692147,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q4_2022,Tim Cook,Chief Executive Officer,"So first and foremost, we focus on privacy and so we would not do anything that stepped away from that. We feel that privacy is a basic fundamental human right, and so that's sort of the lens that we look at it under. Our specific advertising business is not large and relative to others and so forth. But we don't release the exact numbers on it, but it's clearly not large.",neutral,0.927469254,Neutral,Slightly Positive,0.1,0.4,0.3,0.15,0.05,Neutral
Q4_2022,Tejas Gala,Director of Investor Relations and Corporate Finance,"Thanks, Amit. Can we have the next question, please? Operator We'll now move on to Mr. Harsh Kumar calling from Piper Sandler. Please go ahead.",neutral,0.929486811,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Harsh Kumar,Piper Sandler -- Analyst,"Yeah. Hey, thanks guys, First of all, fellows congratulations on stellar performance. There's a lot of large-cap companies that are getting ripped around, so we appreciate the steady cadence here. Tim, I wanted to ask you about inflation pressures and labor problems here in the U.S. and globally. And maybe talk about what steps can Apple take to mitigate those? And maybe Luca, on that end, FX is becoming a pretty significant headwind. I was curious what -- if at all, if there's anything that can be done to mitigate that.",positive,0.451753736,Slightly Positive,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Neutral
Q4_2022,Tim Cook,Chief Executive Officer,"I'll let Luca talk about FX. In terms of the people piece, we're focused on taking care of our teams and offering them the best benefits and best compensation so that we can empower them to do the best work of their lives. And so that's what we're focused on in terms of our teams. In terms of inflation, there's clearly wage inflation. There's inflation related to logistics as well. If you compare it to pre-pandemic kind of levels, that has not returned to pre-pandemic levels by any means. And there's certain silicon components that are -- have inflationary pressure as well. And so that's not an all-inclusive list of where we see it, but it gives you some ingredients of where we see inflation pressure. And we've obviously taken that into consideration in the gross margin guidance that Luca gave earlier in the call.",neutral,0.841908097,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q4_2022,Luca Maestri,Chief Financial Officer,"Yes. And on foreign exchange, you're right. I mean, it's obviously a very significant factor that is affecting our results, both revenue and gross margin. What do we do about situation like this, one where we have a very strong dollar? Of course, we hedge our exposures. We try to hedge them in as many places as possible around the world. For example, I think we've been probably the first company that started hedging our exposure in China several years ago. There may be a few currency, small ones, where we don't hedge because the cost is prohibitive or the market is not there. But in general, we tend to hedge because it gives us significant level of margin stability. Obviously, over time, that protection reduces because the hedges roll over and we need to buy new contracts. But that's the primary tool that we use to offset some of the FX pressure. Of course, when we launch new products, in particular, we look at the FX situation. And in some cases, for example, customers in international markets had to -- they saw some price increases when we launched the new products, which is not something that, for example, U.S. customers have seen. And that's unfortunately the situation that we're in right now with the strong dollar. So that's the way we try to deal with that. I have to say that one of the things that we've really appreciated the most during the quarter was the fact that in spite of this very strong dollar and the difficult FX environment, we have seen very strong performance in many international markets, particularly some very large emerging markets where even in reported currencies, so in U.S. dollars, we're seeing very strong double-digit growth in places like India, Indonesia, Mexico, Vietnam, many places where we've done incredibly well. And obviously, in local currency, those growth rates are even higher. It's important for us to look at how these markets perform in local currency because it really gives us a good sense for the customer response to our products, the engagement with our ecosystem and in general, the strength of the brand. And I have to say, in that respect, we feel very, very good about the progress that we're making in a lot of markets around the world.",neutral,0.796136618,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Strong Positive
Q4_2022,Harsh Kumar,Piper Sandler -- Analyst,"Thanks, Tim and Luca. I had a follow-up. Luca, in your prepared remarks for the guidance, you mentioned that for the December quarter, you expect the performance to decelerate relative to September. So September was a year-over-year about, call it, 8%. Should I think that, that 8% number will go down on a year-over-year basis as we look at December? Maybe you could provide some color on what you're thinking. And are we still looking -- are we looking at a positive number, or are we thinking maybe that the growth rate will be negative on a year-over-year basis?",negative,0.901107788,Strong Negative,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Luca Maestri,Chief Financial Officer,"What we said is that we're going to be decelerating from September, so September was 8%, so it's going to be a lower percentage than 8%. We're not providing guidance for the reasons that we've explained. There's a lot of uncertainty there. And so we see how the quarter progresses. Keep in mind the 10 points of exchange. Certainly, in normal times, we will be talking about very different numbers, but that's where we are right now.",neutral,0.672627151,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Negative
Q4_2022,Tejas Gala,Director of Investor Relations and Corporate Finance,"Thanks, Harsh. Can we have the next question, please? Operator Next question is coming from Krish Sankar calling from Cowen & Company. Please go ahead.",neutral,0.936519146,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Krish Sankar,Cowen and Company -- Analyst,"Yeah. Hi. Thanks for taking my question. I had two of them. First one, either for Tim or Luca, on cash and capital allocation. Given there's some correction and valuation for some of the private and public companies, does it change your thought process on the time line to get to cash-neutral? In other words, would you be more aggressive with acquisitions, or you think holding on to more cash due to interest income becomes more attractive versus your prior investment goals? And then I had a quick follow-up.",neutral,0.889620662,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Tim Cook,Chief Executive Officer,"This is Tim. In terms of acquisitions, we averaged about one per month, I believe, in across fiscal year 2022. And so we're constantly looking in the market. And what's out there. And what things would be synergistic. And which things would provide either intellectual property or talent or preferably both that we would need. And so we're constantly looking at acquisitions of all sizes.",neutral,0.917529881,Neutral,Neutral,0.1,0.2,0.5,0.15,0.05,Neutral
Q4_2022,Luca Maestri,Chief Financial Officer,"In terms of cash deployment, obviously, we like to look at the capital return program over the long arc of time. And we have done, since the beginning of the program we've done over $550 billion of buyback at an average repurchase price of $47. So the program has been incredibly successful. We are still in a position where we have net cash. And we said all along, we want to get to cash-neutral at some point. Our cash generation has been very, very strong over the years, particularly last year. I think I mentioned in the prepared remarks, we did $111 billion of free cash flow. That's up 20% year over year. And so we will put that capital to use for investors.",positive,0.887863576,Strong Positive,Neutral,0.1,0.2,0.5,0.15,0.05,Slightly Positive
Q4_2022,Krish Sankar,Cowen and Company -- Analyst,"Got it. Very helpful, Tim and Luca. And then a quick follow-up for Luca on the December guidance, thanks for the color on that. I'm just kind of curious, the extra week in the quarter, is that not helping offset some of the FX, or in other words, the 10 percentage point negative impact from FX will be much higher if that's a 13-week quarter?",negative,0.603363574,Slightly Negative,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Luca Maestri,Chief Financial Officer,"No. I wouldn't say that because those are percentages. So yeah, no, the 10 points wouldn't be different. 13 or 14 weeks would be the same.",neutral,0.915958107,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q4_2022,Krish Sankar,Cowen and Company -- Analyst,"Got it. Got it. Thanks a lot, Luca.",positive,0.60216701,Slightly Positive,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thank you. Good afternoon, and thank you for joining us. Speaking first today is Apple's CEO, Tim Cook; and he'll be followed by CFO, Luca Maestri. After that, we'll open the call to questions from analysts. I'd now like to turn the call over to Tim for introductory remarks. When our analyst team has a stock tip, it can pay to listen. After all, Stock Advisor’s total average return is 1,070% — a market-crushing outperformance compared to 184% for the S&P 500. *Stock Advisor returns as of August 18, 2025",neutral,0.688605011,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Tim Cook,Chief Executive Officer,"Thank you, Tejas. Good afternoon, everyone, and thank you for joining us. Today, Apple is reporting another record June quarter with revenue of $83 billion, which was better than we expected despite supply constraints, strong foreign exchange headwinds, and the impact of our business in Russia. We set June quarter records in the Americas, in Europe, and in the rest of Asia Pacific region. We also saw June quarter revenue records in both developed and emerging markets with very strong double-digit growth in Brazil, Indonesia, and Vietnam and a near doubling of revenue in India. We saw great enthusiasm for our products and services, resulting in an all-time record for our installed base of active devices. Our supply constraints were less than we anticipated at the beginning of the quarter, coming in slightly below the range we discussed during our last call. We know that this is a time of significant challenge around the world for all of us confronting new variants of COVID-19, to those experiencing a prolonged humanitarian crisis in Ukraine and everyone dealing with the consequences of an uncertain economic environment. We know that much of the world is living through uneasy times, and it is all the more reason why we are working hard to help our customers navigate the world as it is while empowering them to create the world as it can be. Turning to iPhone. We set a June quarter record for both revenue and switchers to iPhone. With its advanced performance, capability and ease of use, customers continue to find that iPhone remains the gold standard for smartphones. And they've been raving about the iPhone 13 lineup's extraordinary camera quality with features like cinematic mode and macro photography to create eye-catching content. We were also proud to celebrate the 15th anniversary of iPhone, a device that continues to change the world in profound ways with each new innovation. Last month, Apple unleashed a wave of innovation, including the completely redesigned MacBook Air and a new 13-inch MacBook Pro. Both of these systems are powered by M2, our next generation of Apple silicon for Mac. M2 delivers a faster CPU, GPU, and neural engine along with higher memory bandwidth and new capabilities like Pro Res acceleration. And it continues the tremendous pace of innovation in Apple silicon for the Mac. We continue to have supply constraints with Mac, but we're encouraged by the strong response from customers to our incredible lineup. iPad, like Mac, continued to see strong demand during the June quarter despite ongoing supply constraints. Customers and developers have been especially excited about the new features we're bringing to iPad with iPadOS 16. This update was one of the many announcements we made at a truly extraordinary WWDC, where we shared a range of new features that give customers more control of their experience than ever before. This includes the ability to edit or delete sent messages, a new way of organizing apps on iPad and Mac, and an all-new customizable lock screen on iPhone and so much more. Today, iOS 16, iPadOS 16, MacOS Ventura, and watchOS 9 are all in public beta, and we couldn't be more excited to see what our community of developers creates with them. We unveiled new innovations and accessibility such as door detection and live captions that support users with disabilities with navigation, health, communication, and more. We also announced Apple Pay Later, which gives customers more flexibility to make purchases with their Apple devices. And with our next generation of CarPlay, we're improving the driving experience with deeper integration into vehicle hardware, allowing drivers to control their music, change the temperature and monitor their fuel levels, all from a single integrated platform. In the Wearables, Home, and Accessories category, the innovation infused across our products continues to win over new customers. Apple Watch remains a great way for health-conscious customers to track their overall wellness and fitness. And we're bringing them even more data about their workouts, sleep cycles, and medications with updates soon to arrive on watchOS 9. We were also pleased to get FDA approval for a new feature that will let users with irregular heart rhythms track the time they spend in Afib. Turning to services. Customers continue to engage enthusiastically with our content across news, fitness, music, gaming, and more. Services revenue rose to $19.6 billion, a June quarter record and a 12% increase year over year, which was in line with our expectations. We're proud of how Apple TV+ productions like Severance and Black Bird have captured the popular imagination, and we're looking forward to more exceptional content developed by extraordinary creators throughout the year. In two and a half years since launch, Apple TV+ has now earned 250 wins and over 1,100 award nominations and counting. Just this month, we learned that Apple TV+ earned 52 Emmy Award nominations across 13 titles. In our last call, I mentioned Friday Night Baseball on Apple TV+, which is already delighting baseball fans. And last month, we announced a 10-year deal to present Major League soccer matches around the world, giving global soccer fans a whole new way of viewing their favorite sport. One of the best parts of WWDC was welcoming developers to Apple Park while continuing to connect with developers all over the world. This year, we had an incredible group of developers and more opportunities to learn from one another than ever before. It was a truly special experience and a reminder of the economic miracle the App Store represents. We are proud of the fact that the iOS app economy supports more than 2.2 million jobs here in the United States and many more around the world. It's been wonderful to see earnings by small developers more than double over the past two years. And as we're supporting developers, we're also doing our part to protect customers. In 2021, we prevented nearly $1.5 billion in fraudulent transactions by stopping over 1.6 million risky and vulnerable apps and app updates. Now I want to turn to retail. This quarter, we opened the doors to Apple's first store in the Hubei province in China, welcoming the community to a beautiful new space. And earlier today, we opened Apple Brompton Road, our fifth store in Central London. We also expanded today at Apple Creative Studios to reach even more young creatives from underrepresented communities to help them realize their potential and bring their best ideas to life. I'd like to take this opportunity to express my appreciation to our team members working in Apple Stores, customer care centers, and channel partner stores and to our Apple Care teams for their incredible work supporting customers wherever they are. Creating innovative products and services that enrich people's lives is our mission. Leading with our values and everything we do gives that mission purpose. That includes a commitment to the environment where we continue our aggressive pursuit of our 2030 goals. It includes our focus on diversity and inclusion, where we are committed as ever to making progress. And it includes our work to promote racial equity and justice. We recently announced that the Global Equity Innovation Hub, in partnership with Cal State Northridge, will provide new community grants to Hispanic-serving institutions to help the next generation of creators and innovators build skills and pursue high-demand careers in STEM. We also celebrated the graduation of the inaugural class of our Developer Academy in Detroit from a program designed to give students the skills they need to pursue jobs in the thriving iOS app economy. Leading with our values also means leading with a steadfast commitment to privacy and security. Last month, we announced the introduction of passkey, a next-generation credential that's intended to replace passwords. A passkey can't be phished nor can it be stolen by hackers in a data breach because the information is stored on your device and your device alone. And as part of our effort to combat targeted attacks against the highest risk targets like journalists and human rights activists, we introduced Lockdown Mode, which is designed to protect those most at risk of sophisticated digital attacks. And we're committed to doing our part to address the housing crisis across California. To date, we have deployed more than $1.3 billion to a number of initiatives, including ones that provide financial assistance to low and moderate-income first-time home buyers develop new affordable housing and help support vulnerable populations. This quarter has ultimately been a reflection of our resilience and our optimism. As we look forward, we're clear-eyed about the uncertainty in the macro environment. Yet we remain ever focused on the same vision that has guided us from the beginning. We strive every day to be a place where imagination ignites innovation like nowhere else, where good people come together to achieve great things, where customers are the center of everything we do. And we'll continue to execute on that vision as we always have, led by a focus on excellence and a desire to leave the world better than we found it. And with that, I'll turn it over to Luca.",positive,0.940774977,Strong Positive,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Strong Positive
Q3_2022,Luca Maestri,Chief Financial Officer,"Thank you, Tim, and good afternoon, everyone. We are very pleased to report June quarter financial results that continue to demonstrate our ability to innovate across hardware, software, and services while operating our business effectively during very challenging economic circumstances. We set a June quarter revenue record of $83 billion, up 2% year over year despite supply constraints, over 300 basis points of foreign exchange headwinds and the impact of our business in Russia. Around the world, we set new June quarter records in the Americas, in Europe, and rest of Asia Pacific. Company gross margin was 43.3%, down 40 basis points from last quarter as seasonal loss of leverage and unfavorable foreign exchange were partially offset by favorable mix. Products gross margin was 34.5%, down 190 basis points sequentially, mainly driven by seasonal loss of leverage, mix, and FX. Services gross margin was 71.5%, down 110 basis points sequentially due to a different mix and foreign exchange. Net income was $19.4 billion and diluted earnings per share were $1.20, while operating cash flow of $22.9 billion was a June quarter record. Let me now get into more detail for each of our revenue categories. iPhone revenue grew 3% year over year to a June quarter record of $40.7 billion despite foreign exchange headwinds as customer response to our iPhone 13 family continue to be strong. We set June quarter records in both developed and emerging markets. And the iPhone active installed base reached a new all-time high across all geographies as a result of this level of sales performance combined with unmatched customer loyalty. In fact, the latest survey of U.S. consumers from 451 Research indicates iPhone customer satisfaction of 98%. We also attracted a record number of switchers for the June quarter, with strong double-digit year-over-year growth. For Mac, we generated revenue of $7.4 billion despite supply constraints and negative effects. We continue to be excited about our long-term opportunity with Mac and redefining the PC experience with our relentless innovation. Our investment focus on Mac has helped drive significant growth in our installed base, which reached an all-time high during the June quarter as nearly half of the customers purchasing a Mac were new to the product. iPad revenue was $7.2 billion, down 2% year over year due to supply constraints and negative foreign exchange. Customer response to our iPad lineup continue to be strong across consumer, education, and enterprise markets around the world. And the iPad installed base reached a new all-time high, with over half of the customers during the quarter being new to the product. Wearables, Home, and Accessories revenue was $8.1 billion, down 8% year over year as we faced foreign exchange headwinds, different launch timing for Home and Accessories products and supply constraints as well as the overall macroeconomic environment. Despite this, our installed base of devices in the category hit a new all-time record, thanks to very strong customer loyalty and high new tool rates. For example, Apple Watch continues to extend its reach, with over two-thirds of customers purchasing an Apple Watch during the quarter being new to the product. Our transacting accounts, paid accounts, and accounts with paid subscriptions all grew double digits year over year. And paid subscriptions showed very strong growth. We now have more than 860 million paid subscriptions across the services on our platform, which is up more than 160 million during the last 12 months alone. And finally, we continue to improve the breadth and the quality of our current Services offerings, from a constant flow of new content on Apple TV+ and Apple Arcade to great new features we recently announced for iCloud and Apple Music, which we believe our customers will love. In the enterprise market, our customers are increasingly investing in Apple products as a strategy to attract and retain talent. Bank of America is providing iPhones to all of its financial advisors so they can instantly access client information and provide timely wealth management advice from anywhere. Wipro, another large global enterprise customer, is investing in MacBook Air with M1 as a competitive advantage when recruiting new graduates globally, thanks to its superior performance and lower total cost of ownership. And with the new M2 chip powering MacBook Air and the 13-inch MacBook Pro, we expect more customers to make Mac available to their entire workforce. Let me now turn to our cash position. We ended the quarter with $179 billion in cash and marketable securities. We repaid $3 billion in maturing debt while increasing commercial paper by $4 billion, leaving us with total debt of $120 billion. As a result, net cash was nearly $60 billion at the end of the quarter. Given the continued uncertainty around the world in the near term, we are not providing revenue guidance but we are sharing some directional insights based on the assumption that the macroeconomic outlook and COVID-related impacts to our business do not worsen from what we are projecting today for the current quarter. Overall, we believe our year-over-year revenue growth will accelerate during the September quarter compared to the June quarter despite approximately 600 basis points of negative year-over-year impact from foreign exchange. On the product side, we expect supply constraints to be lower than what we experienced during the June quarter. Specifically related to services, we expect revenue to grow but decelerate from the June quarter due to macroeconomic factors and foreign exchange. We expect gross margin to be between 41.5% and 42.5%. We expect opex to be between $12.9 billion and $13.1 billion. We expect OI&E to be around negative  impact from the mark-to-market of minority investments and our tax rate to be around 16%. Finally, today, our board of directors has declared a cash dividend of $0.23 per share of common stock, payable on August 11, 2022, to shareholders of record as of August 8, 2022. With that, let's open the call to questions.",positive,0.877538681,Strong Positive,Neutral,0.1,0.2,0.5,0.15,0.05,Strong Positive
Q3_2022,Tejas Gala,"Director, Investor Relations, and Corporate Finance","Thank you, Luca.  Operator, may we have the first question, please? Operator We'll take our first question from Amit Daryanani with Evercore.",neutral,0.934917629,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Amit Daryanani,Evercore ISI -- Analyst,"I guess two from my side. Maybe to start on the gross margin discussion, Luca. You said that implying gross margin will be down I think, 130, 140 basis points sequentially and down a bit year over year as well in September. Maybe just what other puts and takes are in. And then very specifically, can you actually just call it what the FX headwinds are embedded in the September quarter gross margin, that would be helpful.",negative,0.662444115,Slightly Negative,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Negative
Q3_2022,Luca Maestri,Chief Financial Officer,"Yes, Amit. We're guiding 41.5% to 42.5%. On a sequential basis, the decline is expected to be driven by, as you mentioned, foreign exchange but also mix, which will be partially offset by better leverage. We expect foreign exchange impact on a sequential basis to be 50 basis points. If you look at it from a year-over-year standpoint, we are in the ballpark of a year ago in spite of the fact that foreign exchange is going to be 130 basis points negative to a year ago. So clearly, foreign exchange is something that is affecting us but we think we're navigating that fairly well.",negative,0.582598269,Slightly Negative,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Negative
Q3_2022,Amit Daryanani,Evercore ISI -- Analyst,"Fair enough. And then if I could just ask Tim the question. There's a lot of macro worries and high inflation impacting consumer demand. Certainly doesn't seem to be very visible in your performance and your expectations. So I'm wondering if you talk about, are you seeing any implications from recession fears or inflation fears to your end demand? And really just related to that, variables decline was notable. Is that where you would typically see initial signs of consumer softening perhaps?",negative,0.794672191,Slightly Negative,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Tim Cook,Chief Executive Officer,"Thanks for the question. If you -- I'm not an economist and so I'll sort of narrow my comments to what we saw in the business. And if you look at the June quarter, we do believe that we saw macroeconomic headwinds that impacted our business and our results. And so one of those is clearly the FX, which Luca has mentioned, that was over 300 basis points on year-over-year growth rates. When you look at the product categories, on iPhone, there was no obvious evidence of macroeconomic impact during the June quarter besides FX, obviously. Mac and iPad were so gated by supply that we didn't have enough product to test the demand. And Wearables, Home, and Accessories, as you mentioned and as Luca mentioned, we did see some impact there that we would attribute to a macroeconomic environment. When you then look at Services, there were some Services that were impacted, for example, like digital advertising was clearly impacted by the macroeconomic environment. And so it's a mixed bag in terms of what we believe that we saw. Overall, we are very happy with the results. And when you think about the number of challenges in the quarter, we feel really good about the growth that we put up for the quarter. Operator We'll take our next question from Harsh Kumar with Piper Sandler.",neutral,0.907696307,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Slightly Positive
Q3_2022,Harsh Kumar,Piper Sandler -- Analyst,"Yes. First of all, congratulations. As these are tough times, you guys are putting up tremendous results so we appreciate that as investors. My question is, when I look at your services business, I see a $20 billion business on a quarterly basis. And you keep adding -- as a company, you keep adding very interesting and transformative features such as payments, something like that every year. So I'm struggling to find a good way to think about how to model the growth of this business, considering that you add innovative features. So now that it's fairly matured as a business, what would be a good way for us to think about as investors to model the Services business? And I do have a follow-up.",neutral,0.832440197,Neutral,Slightly Positive,0.1,0.4,0.3,0.15,0.05,Neutral
Q3_2022,Luca Maestri,Chief Financial Officer,"As I mentioned, it has reached an all-time high across every geographic segment, across every product category. And so that's very important. Then the second lever is the customer engagement. And we know that our customers are getting more and more engaged over time. Transacting accounts, paid accounts, paid subscriptions are growing, so the level of engagement continues to grow. And then as you mentioned, the breadth and the quality of the services that we offer tends to grow over time. So these are all things that tend to help us over the long term. If you go back and you look at our growth rates over a number of quarters now, they've always been very good. But when we look at the entirety of what we are doing in the Services space, we feel very good about the future of the business.",neutral,0.65067941,Neutral,Slightly Positive,0.1,0.4,0.3,0.15,0.05,Neutral
Q3_2022,Harsh Kumar,Piper Sandler -- Analyst,"Luca, very helpful. And for my follow-up, valuations have come down in the last 18 months or so for things and companies and targets that you might look at. I guess, particularly in the services area, would there be an appetite on behalf of Apple to accelerate the growth of its Services business by looking at external products to acquire?",neutral,0.539293826,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Tim Cook,Chief Executive Officer,"We always look and we ask ourselves if it's -- how strategic it is, and we never buy just to buy or buy just for revenue purposes. But we would buy something that is strategic for us. To date, we have concentrated on smaller IP and people acquisitions. But I wouldn't rule anything out for the future, and obviously, we are constantly surveilling the market. Operator We'll take our next question from Erik Woodring with Morgan Stanley.",neutral,0.926807284,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Erik Woodring,Morgan Stanley -- Analyst,"I have two as well. Maybe Tim, if I start with you, I think there's a debate in the market that if you look back over time, there's been a three-year cadence to iPhone cycles. We're two years into your 5G iPhone evolution. You're on track to grow units in '21 and '22. That implies there could be some pressure next year as upgrade rates slow. But your comments really suggest no slowdown. You're seeing double-digit growth in customers new to iPhone. So can you just walk us through some of the various factors you believe are driving this continued iPhone strength? And then I have a follow-up.",neutral,0.805787086,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Tim Cook,Chief Executive Officer,"Today, the product and the innovation within the product that is driving it. And of course, the other key variables are some things that Luca mentioned earlier where the size of the installed base has been growing significantly. We also, just in this quarter, the June quarter, set a June quarter record for switchers with strong double-digit growth. And so this is fueling the additional installed base even more. And we continue to execute across some significant geographies where there's a very low penetration of iPhone. Some of those were called out in the opening remarks between Indonesia and Vietnam and India, where we did quite well, and iPhone tends to be the engine for those markets, particularly at the beginning of creating the market there for Apple products. And so we're really looking at all of these things from the installed base to the number of switchers to the geographic distribution. Of course, the most important thing for us is to maintain an incredible customer satisfaction and loyalty from the customers. And we're really pleased that it's currently at 98% for the latest iPhones. And so those are the things that underpin it. 5G has been an accelerant. And the 5G penetration, particularly if you look at it globally, is still quite low. In some geographies, it's obviously higher, but around the world, 5G penetration is still low. And so I think there's reason to be optimistic.",positive,0.718297541,Slightly Positive,Slightly Positive,0.2,0.4,0.3,0.08,0.02,Slightly Positive
Q3_2022,Erik Woodring,Morgan Stanley -- Analyst,"OK, that's helpful. And then maybe, Luca, for you. As we move from the June to the September quarter, maybe can you dig a level deeper and kind of help us understand some of the moving pieces in the services business? Meaning where do you think we could see an acceleration or maybe a deceleration? And should we still expect double-digit growth? If you could just frame that for us, that would be great.",positive,0.526933253,Slightly Positive,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Luca Maestri,Chief Financial Officer,"Yes, Erik. I mentioned in my prepared remarks that we expect some deceleration from the 12% that we've had in the June quarter. Keep in mind, we're going to see, on a year-over-year basis, 600 basis points, 6% impact from foreign exchange so that is a big element for us. Also keep in mind that we're still lapping the impact of our business in Russia in these numbers. We will see how the quarter develops. Operator We'll take our next question from Richard Kramer with Arete Research.",neutral,0.869627893,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
Q3_2022,Richard Kramer,Arete Research -- Analyst,"Tim, you cited growth in Apple apps in the past, and clearly, the privacy policies you've taken have really reshaped the mobile ad market. Can you give us a sense of how you see Apple's role as an ad network and perhaps helping developers to monetize not just app sales but also growing ad monetization over time?",neutral,0.624491513,Neutral,Neutral,0.05,0.1,0.7,0.1,0.05,Neutral
